field_1,lat,lon,depth,time,orid,evid,julian_date,nass,ndef,ndp,grn,srn,etype,review,depdp,dtype,mb,mbid,ms,msid,ml,mlid,algorithm,auth,commid_x,lddate_x,date,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,sdobs,smajax,sminax,strike,sdepth,stime,conf,commid_y,lddate_y
3655,55.881,-120.3701,4.317,1554402987.45,3656,3656,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,9560,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 18:36:27.453700066,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.278,2.6463,1.0862,13.52,1.8135,-1,0,-1,1565395763.82
3660,55.8437,-120.377,0.4551,1554404228.68,3661,3661,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.1,9565,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 18:57:08.681630135,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2781,3.8335,1.0157,0.72,7.6303,-1,0,-1,1565395763.82
3674,55.8754,-120.4019,2.7339,1554415569.14,3675,3675,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,9579,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 22:06:09.136409998,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2853,1.9885,1.0028,26.59,1.9619,-1,0,-1,1565395763.82
3675,55.8703,-120.409,0.4962,1554415776.99,3676,3676,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.1,9580,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 22:09:36.987669945,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2326,1.9689,1.126,19.3,4.379,-1,0,-1,1565395763.82
3684,55.8694,-120.4117,4.5146,1554416888.78,3685,3685,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.22,9589,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 22:28:08.782019854,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3228,2.0124,1.0725,26.97,1.3018,-1,0,-1,1565395763.82
3693,55.8678,-120.384,5.0467,1554418615.35,3694,3694,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.02,9598,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 22:56:55.345149994,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0118,2.6576,1.4296,12.69,1.9205,-1,0,-1,1565395763.82
3707,55.8692,-120.428,5.1151,1554424682.6,3708,3708,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,9612,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-05 00:38:02.600239992,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.341,2.2016,1.2848,22.2,1.2449,-1,0,-1,1565395763.82
3709,55.8642,-120.4103,1,1554425371.32,3710,3710,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.28,9614,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-05 00:49:31.315069914,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3163,2.2875,0.9603,21.33,0,-1,0,-1,1565395763.82
3711,55.8731,-120.3833,5.4393,1554425702.18,3712,3712,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0,9616,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-05 00:55:02.183480024,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0111,2.5804,1.4319,12.75,1.7974,-1,0,-1,1565395763.82
3718,55.8853,-120.3948,2.8396,1554431997.53,3719,3719,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.08,9623,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-05 02:39:57.525399923,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3384,2.305,1.0783,18.08,2.0095,-1,0,-1,1565395763.82
3721,55.8511,-120.3953,1.045,1554433710.52,3722,3722,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.1,9626,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-05 03:08:30.516090155,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1445,2.5291,1.219,7.41,4.6432,-1,0,-1,1565395763.82
3760,55.8788,-120.3741,0.7751,1554585576.38,3761,3761,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.89,9665,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:19:36.381530046,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2164,1.7867,0.7889,356.47,3.0723,-1,0,-1,1565395763.82
3764,55.8883,-120.3343,0.9704,1554586897.25,3765,3765,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,9669,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:41:37.252259970,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.405,2.6506,1.3067,239.36,0.9846,-1,0,-1,1565395763.82
3766,55.8659,-120.3961,1,1554587003.31,3767,3767,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.05,9671,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:43:23.310549974,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3708,4.2702,0.9521,18.5,0,-1,0,-1,1565395763.82
3767,55.857,-120.3894,2.8625,1554586964.24,3768,3768,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,9672,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:42:44.243599892,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1499,2.4671,1.2243,5.31,2.3683,-1,0,-1,1565395763.82
3776,55.8717,-120.3938,2.1026,1554587442.16,3777,3777,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.33,9681,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:50:42.156199932,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2781,2.5377,1.0307,16.81,2.6712,-1,0,-1,1565395763.82
3782,55.8618,-120.4041,1.7637,1554587781.53,3783,3783,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.32,9687,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 21:56:21.528330088,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3262,2.0443,1.1411,15.86,2.6673,-1,0,-1,1565395763.82
3785,55.8761,-120.397,1.3516,1554588062.95,3786,3786,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.34,9690,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 22:01:02.948029995,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3564,2.4736,1.0203,18.41,3.2404,-1,0,-1,1565395763.82
3789,55.8456,-120.3921,1,1554588475.49,3790,3790,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.35,9694,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 22:07:55.494290113,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0509,3.7789,1.3905,11.7,0,-1,0,-1,1565395763.82
3794,55.8559,-120.4074,0.4437,1554588826.31,3795,3795,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,9699,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 22:13:46.312510014,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2601,3.3483,1.156,12.6,7.4029,-1,0,-1,1565395763.82
3804,55.8723,-120.3756,5.6049,1554592521.98,3805,3805,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.24,9709,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 23:15:21.983510017,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0058,2.586,1.466,12.2,1.7739,-1,0,-1,1565395763.82
3805,55.8689,-120.4027,1.8653,1554592647.76,3806,3806,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.39,9710,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-06 23:17:27.761019945,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2647,2.6206,1.1196,18.24,3.0661,-1,0,-1,1565395763.82
3810,55.9055,-120.3999,3.5303,1554595371.15,3811,3811,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.28,9715,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 00:02:51.145879984,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3681,1.0346,0.7766,294.63,0.9615,-1,0,-1,1565395763.82
3817,55.8738,-120.4022,1,1554598907.24,3818,3818,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,9722,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 01:01:47.235730171,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3003,2.1734,0.8225,27.92,0,-1,0,-1,1565395763.82
3820,55.873,-120.4015,1.6554,1554600963.63,3821,3821,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.28,9725,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 01:36:03.627140045,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2936,2.5472,1.093,18.78,3.0748,-1,0,-1,1565395763.82
3823,55.884,-120.3682,5.8011,1554601605,3824,3824,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.2,9728,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 01:46:44.995300055,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0056,2.3786,1.4269,12.15,1.651,-1,0,-1,1565395763.82
3825,55.8427,-120.3852,1,1554601627.11,3826,3826,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,9730,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 01:47:07.106339931,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0189,3.7303,1.4276,9,0,-1,0,-1,1565395763.82
3828,55.8424,-120.3877,1,1554602498.11,3829,3829,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.1,9733,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 02:01:38.114190102,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0249,3.7209,1.4346,9.8,0,-1,0,-1,1565395763.82
3834,55.8661,-120.3843,4.5579,1554603109.71,3835,3835,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,9739,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 02:11:49.705460072,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0067,2.6711,1.3901,12.64,2.0329,-1,0,-1,1565395763.82
3841,55.8759,-120.4529,8.7724,1554604034.1,3842,3842,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.72,9746,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 02:27:14.102159977,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3692,2.2835,1.0701,15.36,0.7443,-1,0,-1,1565395763.82
3852,55.868,-120.376,5.2556,1554606495.05,3853,3853,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.24,9757,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 03:08:15.045300007,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0046,2.6473,1.4631,12.02,1.8692,-1,0,-1,1565395763.82
3873,55.8725,-120.4025,1.1536,1554618560.28,3874,3874,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,9778,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 06:29:20.283169985,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3397,2.5593,1.0827,19.29,3.7728,-1,0,-1,1565395763.82
3897,55.9683,-120.3425,1,1554655081.06,3898,3898,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,9802,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 16:38:01.055430174,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.009,4.5352,2.0209,29.22,0,-1,0,-1,1565395763.82
3910,55.8681,-120.3743,5.1375,1554656893.64,3911,3911,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.08,9815,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 17:08:13.641799927,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0159,2.6374,1.4541,11.81,1.8782,-1,0,-1,1565395763.82
3940,55.8719,-120.3967,0.4659,1554666427.66,3941,3941,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.26,9845,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 19:47:07.659180164,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.315,2.5395,0.9762,18.28,5.549,-1,0,-1,1565395763.82
3970,55.8753,-120.3999,1,1554678603.4,3971,3971,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.43,9875,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 23:10:03.398910046,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2689,2.095,0.7557,26.1,0,-1,0,-1,1565395763.82
3974,55.8439,-120.384,1,1554680085.89,3975,3975,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.31,9879,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 23:34:45.890630007,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0063,3.7577,1.4071,8.71,0,-1,0,-1,1565395763.82
3975,55.8737,-120.371,5.557,1554680534.84,3976,3976,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0,9880,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 23:42:14.839359999,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0294,2.122,1.3766,23.87,1.7071,-1,0,-1,1565395763.82
3983,55.8606,-120.3763,4.7692,1554684245.91,3984,3984,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.2,9888,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 00:44:05.906049967,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0051,3.3997,1.4126,21.62,2.0889,-1,0,-1,1565395763.82
3997,55.8786,-120.403,0.3457,1554685520.48,3998,3998,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.14,9902,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:05:20.477370024,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2415,1.6848,0.8256,32.22,3.3203,-1,0,-1,1565395763.82
4000,55.8808,-120.3965,1.2606,1554685890.39,4001,4001,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.36,9905,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:11:30.394880056,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2997,1.6175,0.81,30.67,1.8807,-1,0,-1,1565395763.82
4002,55.8691,-120.3723,5.8163,1554686114.19,4003,4003,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.2,9907,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:15:14.191769838,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0157,2.0914,1.4111,21.05,1.226,-1,0,-1,1565395763.82
4014,55.88,-120.3675,6.0701,1554687548.5,4015,4015,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.08,9919,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:39:08.499069929,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0063,2.4647,1.4917,12.2,1.6535,-1,0,-1,1565395763.82
4015,55.8868,-120.46,1,1554687698.11,4016,4016,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.06,9920,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:41:38.105219841,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.364,3.1309,2.0239,257.53,0,-1,0,-1,1565395763.82
4027,55.8699,-120.3704,5.5219,1554693886.72,4028,4028,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.37,9932,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 03:24:46.716049910,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0049,2.6165,1.4968,11.74,1.7973,-1,0,-1,1565395763.82
4102,55.8762,-120.3883,0.1295,1554741981.64,4103,4103,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.27,10006,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 16:46:21.641659975,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3543,2.8073,0.8697,12.32,5.4571,-1,0,-1,1565395763.82
4103,55.884,-120.3606,1.3015,1554741949.96,4104,4104,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,10007,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 16:45:49.962630033,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2008,2.3369,1.0754,14.05,2.6138,-1,0,-1,1565395763.82
4113,55.9202,-120.4689,4.7738,1554743226.33,4114,4114,-1,21,21,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.04,10017,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:07:06.325350046,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.5306,0.6563,0.4903,329.04,0.6412,-1,0,-1,1565395763.82
4114,55.8655,-120.3767,1,1554743429.25,4115,4115,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.37,10018,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:10:29.251230000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1741,2.9957,1.0527,13.72,0,-1,0,-1,1565395763.82
4119,55.903,-120.4012,6.1863,1554744236.87,4120,4120,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.33,10023,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:23:56.872740030,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.5022,1.171,0.841,228.78,0.8781,-1,0,-1,1565395763.82
4123,55.8664,-120.3698,4.9322,1554744756.01,4124,4124,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.18,10027,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:32:36.013449907,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0087,2.9133,1.2068,13.33,1.923,-1,0,-1,1565395763.82
4135,55.8664,-120.3705,5.2429,1554746478.82,4136,4136,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.3,10039,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 18:01:18.816680193,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0125,2.2105,1.4211,22.51,1.8114,-1,0,-1,1565395763.82
4140,55.8796,-120.3705,1,1554748650.7,4141,4141,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.34,10044,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 18:37:30.697569847,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2216,1.4667,0.6712,13.54,0,-1,0,-1,1565395763.82
4149,55.8681,-120.3693,5.3904,1554750710.18,4150,4150,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,10053,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 19:11:50.178220034,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0109,2.1909,1.4235,22.97,1.7737,-1,0,-1,1565395763.82
4150,55.8376,-120.3894,1,1554750702.17,4151,4151,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,10054,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 19:11:42.170690060,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0302,3.6361,1.5105,9.85,0,-1,0,-1,1565395763.82
4151,55.8769,-120.3853,0.6846,1554751060.7,4152,4152,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.31,10055,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 19:17:40.696169853,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2838,2.075,0.8117,20.87,3.8725,-1,0,-1,1565395763.82
4164,55.9297,-120.4168,1,1554755532.55,4165,4165,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.33,10068,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 20:32:12.549139977,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2583,2.9475,1.2174,324.96,0,-1,0,-1,1565395763.82
4180,55.8798,-120.3793,0.3388,1554757885.13,4181,4181,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.18,10084,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 21:11:25.129519939,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3732,2.3195,0.8078,14.82,4.9007,-1,0,-1,1565395763.82
4193,55.8763,-120.3907,0.4471,1554763107.85,4194,4194,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.22,10097,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 22:38:27.847769976,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2632,2.3157,0.9006,17.5,4.0494,-1,0,-1,1565395763.82
4197,55.8786,-120.3831,1,1554764750.97,4198,4198,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,10101,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 23:05:50.970350027,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3553,2.3435,0.8362,16.21,0,-1,0,-1,1565395763.82
4208,55.872,-120.3964,1,1554766890.32,4209,4209,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.18,10112,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 23:41:30.316190004,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2981,1.7199,0.7558,27.92,0,-1,0,-1,1565395763.82
4225,55.9213,-120.4473,8.5245,1554769898.86,4226,4226,-1,15,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.36,10129,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 00:31:38.863519907,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1571,1.3325,0.8586,277.55,0.8665,-1,0,-1,1565395763.82
